Zafra-Semana,Ingenio,Zafra,Semana,CAÑA CONTRATADA CORTE MANUAL (TON),CAÑA CONTRATADA COSECHA MEC (TON),CAÑA DE OTROS INGENIOS (TON),CAÑA LIBRE (NO CONTRATADA) (TON),CAÑA MOLIDA BRUTA TOTAL (TON),CAÑA UTILIZADA PARA SEMILLA (TON),CAÑA ENVIADA A OTROS INGENIOS (TON),CAÑA DESTINADA A OTROS FINES (TON),TOTAL CAÑA COSECHADA (TON),TOTAL CAÑA COSECHADA (HA),CAÑA MOLIDA NO PROGRAMADA (TON)
202033,La Margarita,2020,33,916203.762,11880.468,0,14062.31,942146.54,7267,0,16485,965898.54,16193.167,0
202034,La Margarita,2020,34,949617.272,11880.468,0,16961.8,978459.54,7267,0,16485,1002211.54,16973.177,0
202035,La Margarita,2020,35,950813.602,11887.698,0,17323.29,980024.59,7831,0,17044,1004899.59,16313.182,0
202036,La Margarita,2020,36,950813.602,11887.698,0,17323.29,980024.59,7831,0,17044,1004899.59,19395.935,0
202037,La Margarita,2020,37,950813.602,11887.698,0,17323.29,980024.59,7831,0,17044,1004899.59,19395.935,0
202038,La Margarita,2020,38,950813.602,11887.698,0,17323.29,980024.59,7831,0,17044,1004899.59,19395.935,0
202039,La Margarita,2020,39,950813.602,11887.698,0,17323.29,980024.59,7831,0,17044,1004899.59,19395.935,0
202040,La Margarita,2020,40,950813.602,11887.698,0,17323.29,980024.59,7831,0,17044,1004899.59,19395.935,0
20203,Atencingo,2020,3,0,0,0,0,0,17408.73,0,0,17408.73,143.4,0
20204,Atencingo,2020,4,0,0,0,0,0,17408.73,0,0,17408.73,143.4,0
20205,Atencingo,2020,5,0,0,0,0,0,18445.83,0,0,18445.83,150.47,0
20206,Atencingo,2020,6,0,0,0,0,0,18445.83,0,0,18445.83,150.47,0
20207,Atencingo,2020,7,0,0,0,0,0,21683.83,0,0,21683.83,183.37,0
20208,Atencingo,2020,8,42481.35,0,0,0,42481.35,21683.83,0,0,64165.18,547.86,1595.594
20209,Atencingo,2020,9,106623.83,0,0,0,106623.83,21683.83,0,0,128307.66,992.785,2628.942
202010,Atencingo,2020,10,170648.2,0,0,0,170648.2,21683.83,0,0,192332.03,1506.298,3331.645
202011,Atencingo,2020,11,237956.82,0,0,0,237956.82,21683.83,0,0,259640.65,2095.11,4282.18
202012,Atencingo,2020,12,306385.02,0,0,0,306385.02,21683.83,0,0,328068.85,2701.498,4707.386
202013,Atencingo,2020,13,366677.37,0,0,0,366677.37,21683.83,0,0,388361.2,3276.613,6686.677
202015,Atencingo,2020,15,453276.56,0,0,0,453276.56,23417.48,0,284.5,476978.54,3921.799,520.706
202016,Atencingo,2020,16,515045.59,0,0,0,515045.59,24668.08,0,284.5,539998.17,4459.67,768.2
202017,Atencingo,2020,17,581139.96,0,0,0,581139.96,24908.58,0,284.5,606333.04,5060.886,825.743
202018,Atencingo,2020,18,646983.83,0,0,0,646983.83,24893.58,0,284.5,672161.91,5641.025,872.04
202019,Atencingo,2020,19,716804.24,0,0,0,716804.24,24893.58,0,393.1,742090.92,6276.958,1014.19
202020,Atencingo,2020,20,784729.19,0,0,0,784729.19,25073.58,0,810.76,810613.53,6897.745,1080.69
202021,Atencingo,2020,21,852994.38,0,0,0,852994.38,25148.58,0,828.16,878971.12,7485.604,1190.321
202022,Atencingo,2020,22,918744.2,0,0,0,918744.2,25148.58,0,828.16,944720.94,8058.127,1231.59
202023,Atencingo,2020,23,988493.68,0,0,0,988493.68,25258.78,0,959.16,1014711.62,8685.999,1354.538
202024,Atencingo,2020,24,1059138.46,0,0,0,1059138.46,25258.78,0,959.16,1085356.4,9305.916,1464.06
202025,Atencingo,2020,25,1126377.89,0,0,0,1126377.89,25258.78,0,959.16,1152595.83,9910.688,1573.49
202026,Atencingo,2020,26,1190680.78,0,0,0,1190680.78,25258.78,0,11352.281,1227291.841,10550.517,2579.09
202027,Atencingo,2020,27,1258323.9,0,0,0,1258323.9,25258.78,0,11430.281,1295012.961,11173.359,4082.688
202028,Atencingo,2020,28,1324059.06,0,0,0,1324059.06,25258.78,0,11511.981,1360829.821,11790.131,10132.688
202029,Atencingo,2020,29,1391929.96,0,0,0,1391929.96,25258.78,0,11511.981,1428700.721,12433.955,16127.688
202030,Atencingo,2020,30,1457320.73,0,0,0,1457320.73,25258.78,0,11511.981,1494091.491,13089.187,30982.688
202031,Atencingo,2020,31,1527190.49,0,0,0,1527190.49,25258.78,0,13396.375,1565845.645,13790.978,47207.688
202032,Atencingo,2020,32,1588335.39,0,0,0,1588335.39,25258.78,0,14465.515,1628059.685,14435.562,47207.688
202033,Atencingo,2020,33,1656717.36,0,0,0,1656717.36,25258.78,0,19999.635,1701975.775,15109.912,48696.877
202034,Atencingo,2020,34,1676390.81,0,0,0,1676390.81,25258.78,0,21708.885,1723358.475,15512.398,48650.011
202035,Atencingo,2020,35,1676390.81,0,0,0,1676390.81,25258.78,0,21708.885,1723358.475,15512.398,48650.011
202036,Atencingo,2020,36,1676390.81,0,0,0,1676390.81,25258.78,0,21708.885,1723358.475,15512.398,48650.011
202037,Atencingo,2020,37,1676390.81,0,0,0,1676390.81,25258.78,0,21708.885,1723358.475,15512.398,48650.011
202038,Atencingo,2020,38,1676390.81,0,0,0,1676390.81,25258.78,0,21708.885,1723358.475,15512.398,48650.011
202039,Atencingo,2020,39,1676390.81,0,0,0,1676390.81,25258.78,0,21708.885,1723358.475,15512.398,48650.011
202040,Atencingo,2020,40,1676390.81,0,0,0,1676390.81,25258.78,0,21708.885,1723358.475,15512.398,48650.011
202012,San Rafael de Pucté,2020,12,46131.16,3257.31,0,0,49388.47,0,0,0,49388.47,852.685,275.47
202013,San Rafael de Pucté,2020,13,67671.52,3271.36,0,0,70942.88,0,0,0,70942.88,1326.097,297.61
202016,San Rafael de Pucté,2020,16,48321.01,3029.61,0,0,51350.62,0,0,0,51350.62,1162.243,438.36
202017,San Rafael de Pucté,2020,17,89497.72,3029.61,0,0,92527.33,0,0,0,92527.33,2163.411,588.01
202018,San Rafael de Pucté,2020,18,136000.08,3599.78,0,0,139599.86,0,0,0,139599.86,3263.033,616.53
202019,San Rafael de Pucté,2020,19,183475.06,11912.36,0,0,195387.42,0,0,0,195387.42,4724.795,752.06
202020,San Rafael de Pucté,2020,20,228078.52,17090.05,0,0,245168.57,0,0,0,245168.57,6950.383,982.11
202021,San Rafael de Pucté,2020,21,274705.57,27274.95,0,0,301980.52,0,0,0,301980.52,8604.159,1975.18
202022,San Rafael de Pucté,2020,22,306147.56,32176.27,0,0,338323.83,0,0,0,338323.83,9023.924,2137.37
202023,San Rafael de Pucté,2020,23,306147.56,32176.27,0,0,338323.83,0,0,0,338323.83,6762.826,2137.37
202024,San Rafael de Pucté,2020,24,350585.41,41445.33,0,0,392030.74,0,0,0,392030.74,10843.975,3330.67
202025,San Rafael de Pucté,2020,25,393802.62,50854.35,0,0,444656.97,0,0,0,444656.97,12541.344,3487
202026,San Rafael de Pucté,2020,26,438117.3,60062.26,0,0,498179.56,0,0,0,498179.56,13797.371,3604.72
202027,San Rafael de Pucté,2020,27,484717.15,71318.99,0,0,556036.14,0,0,0,556036.14,16061.467,3927.88
202028,San Rafael de Pucté,2020,28,526293.11,82814.83,0,0,609107.94,0,0,0,609107.94,17648.52,4133.28
202031,San Rafael de Pucté,2020,31,662537.2,107969.58,0,0,770506.78,0,0,0,770506.78,24428.883,4133.28
202032,San Rafael de Pucté,2020,32,707632.6,114325.15,0,0,821957.75,0,0,0,821957.75,23985.93,4133.28
202033,San Rafael de Pucté,2020,33,746448.81,117892.69,0,0,864341.5,0,0,0,864341.5,25703.707,4133.28
202034,San Rafael de Pucté,2020,34,780594.17,122681.98,0,0,903276.15,0,0,0,903276.15,30889.126,5921.39
202035,San Rafael de Pucté,2020,35,780594.17,122681.98,0,0,903276.15,0,0,0,903276.15,31349.597,5921.39
202036,San Rafael de Pucté,2020,36,780594.17,122681.98,0,0,903276.15,0,0,0,903276.15,31349.597,5921.39
202037,San Rafael de Pucté,2020,37,780594.17,122681.98,0,0,903276.15,0,0,0,903276.15,31349.597,5921.39
202039,San Rafael de Pucté,2020,39,780594.17,122681.98,0,0,903276.15,0,0,0,903276.15,31349.597,5921.39
202040,San Rafael de Pucté,2020,40,780594.17,122681.98,0,0,903276.15,0,0,0,903276.15,31349.597,5921.39
20209,Alianza Popular,2020,9,12094.17,1055.83,0,0,13150,0,0,0,13150,205.468,0
202010,Alianza Popular,2020,10,58937.92,6242.08,0,0,65180,0,0,0,65180,1039.643,0
202011,Alianza Popular,2020,11,100167.6,13372.4,0,0,113540,0,0,0,113540,1879.328,0
202012,Alianza Popular,2020,12,144119.87,20300.13,0,0,164420,0,0,0,164420,2725.098,0
202013,Alianza Popular,2020,13,187827.83,25773.17,0,0,213601,0,0,0,213601,3561.695,0
202015,Alianza Popular,2020,15,34292.91,7407.09,0,0,41700,0,0,0,41700,742.244,0
